SMILES,MolWt,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,HeavyAtoms,FractionCSP3
C1CCOC(=O)C1,100.117,0.7135,0,2,26.3,0,0,7,0.8
C1CCCC=CCCCCCCCC(=O)CCC1,250.426,5.5867,0,1,17.07,0,0,18,0.823529412
CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,394.728,9.9577,0,1,17.07,24,0,28,0.962962963
CC(C)CCC#N,97.161,1.94618,0,1,23.79,2,0,7,0.833333333
CC(C)COC=O,102.133,0.8154,0,2,26.3,3,0,7,0.8
CC(C)CON=O,103.121,1.3404,0,3,38.66,3,0,7,1
CC(=O)OCCCl,122.551,0.7883,0,2,26.3,2,0,7,0.75
CC(=O)OCCO,104.105,-0.4582,1,3,46.53,2,0,7,0.75
[C-]#N.[C-]#N.[Ba+2],189.364,-0.18806,0,2,47.58,0,0,5,0
CCCCI,184.02,2.2215,0,0,0,2,0,5,1
C(C=O)C=O,72.063,-0.2257,0,2,34.14,2,0,5,0.333333333
CSCCCl,110.609,1.5882,0,1,0,2,0,5,1
CCN=C=S,87.147,1.1091,0,2,12.36,1,0,5,0.666666667
C(OCCl)Cl,114.959,1.3956,0,1,9.23,2,0,5,1
CCSC#N,87.147,1.22058,0,2,23.79,1,0,5,0.666666667
CC(CCCC(C)(C)O)N.Cl,181.707,1.6966,2,2,46.25,4,0,11,1
C(CC(=O)Cl)C(=O)Cl,154.98,1.2974,0,2,34.14,3,0,8,0.5
C(#CC(=O)N)C(=O)N,112.088,-2.0396,2,2,86.18,0,0,8,0
CC(=O)NCC(=O)O,117.104,-0.7929,2,2,66.4,2,0,8,0.5
CC(C)COC(=O)N,117.148,0.7377,1,2,52.32,2,0,8,0.8
CC(C)CO[N+](=O)[O-],119.12,0.8507,0,3,52.37,3,0,8,1
CC(C)(CCCC(=C)C=C)O,154.253,2.6698,1,1,20.23,5,0,11,0.6
CCCCCC(C)O,116.204,1.9475,1,1,20.23,4,0,8,1
CCCCCCl,106.596,2.4154,0,0,0,3,0,6,1
CCCC[Hg]Cl,293.159,2.4411,0,0,0,3,0,6,1
CCCON=O,89.094,1.0944,0,3,38.66,3,0,6,1
CC(=O)[O-].CC(=O)[O-].[Ba+2],255.416,-2.8684,0,4,80.26,0,0,9,0.5
[Be+2].CC(=O)[O-].CC(=O)[O-],127.1,-2.8684,0,4,80.26,0,0,9,0.5
CC(C)CCCC(C)N,129.247,2.1599,1,1,26.02,4,0,9,1
CC(=CCN=C(N)N)C,127.191,0.226,2,1,64.4,2,0,9,0.5
CC(C)CCOC(=O)N,131.175,1.1278,1,2,52.32,3,0,9,0.833333333
CC(C)CCO[N+](=O)[O-],133.147,1.2408,0,3,52.37,4,0,9,1
CC(=O)[O-].CC(=O)[O-].[Cd+2],230.5,-2.4901,0,4,80.26,0,0,9,0.5
CC(=O)[O-].CC(=O)[O-].[Sr+2],205.708,-2.8684,0,4,80.26,0,0,9,0.5
CC(C)CCNCCC(C)C,157.301,2.6682,1,1,12.03,6,0,11,1
CC(C)CCOCCC(C)C,158.285,3.0952,0,1,9.23,6,0,11,1
CC(C)CCSCCC(C)C,174.353,3.8118,0,1,0,6,0,11,1
C(=CC(=O)O)C#CC#CC(=O)N,163.132,-0.8807,2,2,80.39,1,0,12,0
CCCCCCCl,120.623,2.8055,0,0,0,4,0,7,1
CCC=CCCO,100.161,1.335,1,1,20.23,3,0,7,0.666666667
C(CC#N)CC#N,94.117,1.20386,0,2,47.58,2,0,7,0.6
CCCCC[Hg]Cl,307.186,2.8312,0,0,0,4,0,7,1
CCCCON=O,103.121,1.4845,0,3,38.66,4,0,7,1
C(=O)[O-].C(=O)[O-].[Ca+2],130.112,-3.6486,0,4,80.26,0,0,7,0
C(=O)[O-].C(=O)[O-].[Co+2],148.967,-3.2703,0,4,80.26,0,0,7,0
C(=O)[O-].C(=O)[O-].[Cu+2],153.58,-3.2703,0,4,80.26,0,0,7,0
C1C=CC=CC=C1,92.141,2.0587,0,0,0,0,0,7,0.142857143
CCCCCC=CCC=CCCCCCCCC(=O)OCC,308.506,6.363,0,2,26.3,15,0,22,0.75
CCCCSCCCC,146.299,3.3198,0,1,0,6,0,9,1
CC(=O)CCCCCCCF,160.232,2.8855,0,1,17.07,7,0,11,0.888888889
C(C#CC#CC#CC(=O)N)O,147.133,-1.5258,2,2,63.32,0,0,11,0.125
CCCCCCCCCCCCCC(=O)O,228.376,4.7721,1,1,37.3,12,0,16,0.928571429
CCCCCCCCCCCCCCCC,226.448,6.4876,0,0,0,13,0,16,1
[C-]#N.[Cu+],89.564,0.09387,0,1,23.79,0,0,3,0
[CH3-].[CH3-].[Zn+2],95.46,0.89808,0,0,0,0,0,3,0
C(#N)C(Cl)(Cl)Cl,144.388,1.88018,0,1,23.79,0,0,6,0.5
CC12CCC(CC1CCC3C2CCC4(C3(CC(C4C5=CC(=O)OC5)O)O)C)O,390.52,2.5751,3,5,86.99,1,0,28,0.869565217
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3C(CC5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)O)O,536.662,1.4269,5,9,145.91,3,0,38,0.896551724
CC12CCC=CC1=CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C,366.501,4.9672,1,3,50.44,1,1,27,0.625
CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O,374.521,3.6043,2,4,66.76,1,0,27,0.869565217
C1CN1P(=O)(N2CC2)N3CC3,173.156,0.0413,0,1,26.1,3,0,11,1
C[N+]1(CCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],451.541,1.7975,1,7,112.96,6,2,31,0.409090909
C[N+]1(CCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,340.443,2.7045,1,3,46.53,5,2,25,0.380952381
CCC(=O)C(CC(C)N1CCOCC1)(C2=CC=CC=C2)C3=CC=CC=C3.Cl,387.951,4.4844,0,3,29.54,7,2,27,0.434782609
CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,289.129,1.2935,2,3,75.27,3,0,16,0.5
CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CC=C5C3(CCC(C5)O)CO,388.504,2.4968,3,5,86.99,2,0,28,0.782608696
CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CC=C5C3(CCC(C5)O)C=O,386.488,2.7034,2,5,83.83,2,0,28,0.739130435
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Zn+2].[Zn+2].[Zn+2],574.368,-10.5127,2,14,281.24,10,0,29,0.5
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Pb+2],443.376,-5.356,0,8,160.52,0,0,17,0.5
CC1C2CC2(CC1=O)C(C)C,152.237,2.2576,0,1,17.07,1,0,11,0.9
[Li+].CC(=O)[O-],65.985,-4.2398,0,2,40.13,0,0,5,0.5
C(=O)([O-])[O-].[Mg+2],84.313,-2.8278,0,3,63.19,0,0,5,0
C1=CC(=CC=C1N)S(=O)(=O)[N-]C2=NC=CN=C2.[Na+],272.265,-1.5431,1,5,100.04,3,2,18,0
C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],272.265,-1.5431,1,5,100.04,3,2,18,0
CCCCN(CCCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,313.419,2.9757,1,3,74.68,9,1,21,0.533333333
C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N,215.234,-0.3742,3,4,115.28,2,1,14,0
C1=CC(=CC=C1N=NC2=C(C=C(C=C2)O)O)S(=O)(=O)[O-].[Na+],316.27,-0.5787,2,7,122.38,3,2,21,0
C1=CC(=CC=C1N=NC2=C(C=C(C=C2)O)O)S(=O)(=O)O,294.288,2.7599,3,6,119.55,3,2,20,0
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],327.341,0.0761,0,6,85.16,4,2,22,0.142857143
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)O,305.359,3.4147,1,5,82.33,4,2,21,0.142857143
CC1C2CC(C2(C)C)CC1=O,152.237,2.2576,0,1,17.07,0,0,11,0.9
CC(C)C(=O)OC,102.133,0.8154,0,2,26.3,1,0,7,0.8
CC(C(=O)OC)O,104.105,-0.4598,1,3,46.53,1,0,7,0.75
C(=O)(C(=O)[O-])[O-].[Zn+2],153.408,-3.5163,0,4,80.26,0,0,7,0
C1=CC2=C(C(=C(C=C2S(=O)(=O)O)I)O)N=C1.C(=O)(O)[O-].[Na+],435.127,-2.3166,3,6,147.85,1,2,21,0
C1=CC2=C(C(=C(C=C2S(=O)(=O)O)I)O)N=C1,351.121,1.7917,2,4,87.49,1,2,16,0
C1C[NH+]1CCCCl.C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)[O-])[N+](=O)[O-])[N+](=O)[O-],412.764,-0.1709,1,9,191.06,7,1,26,0.454545455
C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-])[N+](=O)[O-],293.169,0.6579,1,8,183.79,4,1,19,0
C1CN1CCCCl,119.595,0.9309,0,1,3.01,3,0,7,1
CCOC(=O)C(C1=C(OC2=CC=CC=C2C1=O)O)C3=C(OC4=CC=CC=C4C3=O)O,408.362,3.0056,2,8,127.18,4,4,30,0.136363636
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+],691.859,-0.9401,0,5,93.4,2,2,31,0
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)O)Br)Br)Br)C(=O)O,647.895,7.0186,2,4,87.74,2,2,29,0
C1=CC2=C3C(=C1)C=CC(=O)C3=CC=C2,180.206,3.0493,0,1,17.07,0,2,14,0
CN1CC(=CC2C1CC3=CNC4=CC=CC2=C34)CO,254.333,2.0403,2,2,39.26,1,2,19,0.375
CC1=C(C(=C(C=C1)C(C)C)O)C(=O)O,194.23,2.52222,2,2,57.53,2,1,14,0.363636364
C1=CC2=C(C(=O)N=C2C=C1)C3=C(NC(=C3)C4=CNC5=C4C=C(C=C5)O)O,343.342,1.933,4,3,101.47,2,4,26,0
CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O.Cl,376.953,4.89862,1,4,32.34,6,3,25,0.35
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC(=C3O2)O)O,254.241,2.8712,2,4,70.67,1,3,19,0
C1=CC=C(C=C1)C2=C(C(=O)C(=C(C2=O)O)C3=CC=CC=C3)O,292.29,3.0768,2,4,74.6,2,2,22,0
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],407.989,1.4636,0,2,9.49,4,2,29,0.24
CCN(CC)CCOC(=O)C1C2=CC=CC=C2C3=CC=CC=C13.Cl,345.87,4.1057,0,3,29.54,6,2,24,0.35
CCN(CC)CCOC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,309.409,3.6839,0,3,29.54,6,2,23,0.35
CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,363.954,4.8419,0,3,20.31,8,2,24,0.35
CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,327.493,4.4201,0,3,20.31,8,2,23,0.35
COC1=C(C2=C(C(=COC2=CC1=O)C3=CC=C(C=C3)O)O)O,300.266,2.537,3,6,100.13,2,1,22,0.0625
C1=CC=C(C=C1)C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O,270.24,2.5284,3,5,90.9,1,1,20,0
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34O,286.371,2.5882,1,3,54.37,0,0,21,0.666666667
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,313.872,4.5904,0,1,3.24,3,2,22,0.3
COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2=O)OCO5)OC,351.358,2.9705,0,5,58.92,2,3,26,0.25
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Br,405.336,3.7511,1,4,45.59,4,2,25,0.45
CCN(CC)CCOC(=O)C1=CC=C(C2=CC=CC=C21)N.Cl,322.836,3.3424,1,4,55.56,6,2,22,0.352941176
CCN(CC)CCOC(=O)C1=CC=C(C2=CC=CC=C21)N,286.375,2.9206,1,4,55.56,6,2,21,0.352941176
CN1C(=O)C2=CC=CC=C2C1=O,161.16,0.9124,0,2,37.38,0,1,12,0.111111111
C1=CC=C2C(=C1)C=CC(=C2[N+](=O)[O-])O,189.17,2.4536,1,3,63.37,1,2,14,0
CC1=CC2=CC3=C(C=C2C(=N1)CC4=CC5=C(C=C4)OCO5)OCO3,321.332,3.59142,0,5,49.81,2,3,24,0.210526316
C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-],229.191,1.2368,1,4,77.38,0,1,17,0
CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC.Cl,330.856,2.978,1,5,64.79,9,1,22,0.5625
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,246.741,2.8058,1,2,24.39,2,2,17,0.214285714
C1=CC=C2C(=C1)C=CC=C2N=C=S,185.251,3.5741,0,2,12.36,1,2,13,0
CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,354.487,3.0429,4,4,97.99,12,0,25,0.75
CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C,216.262,-0.5394,2,4,83.63,1,0,14,0.75
CC1=C(C(=O)CC1O)CC=C,152.193,1.2127,1,2,37.3,2,0,11,0.444444444
C1=CC(=C(C(=C1F)F)F)F,150.074,2.243,0,0,0,0,1,10,0
CC1=C(C(=C(C=C1Cl)Cl)O)Cl,211.475,3.66082,1,1,20.23,0,1,11,0.142857143
C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],167.12,1.293,1,3,80.44,2,1,12,0
CC1=CC(=C(C=C1C2=CC(=C(C=C2C)OI)C(C)C)C(C)C)OI,550.218,7.67484,0,2,18.46,5,2,24,0.4
C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O,192.126,0.6954,1,4,80.67,1,1,14,0
CC(=O)NC1=CC=CC=C1[N+](=O)[O-],180.163,1.5532,1,3,72.24,2,1,13,0.125
[Li+].C1=CC=C(C(=C1)C(=O)[O-])O,144.055,-3.2403,1,3,60.36,1,1,11,0
CC(=O)C1=C(C=C(C=C1)OC)O,166.176,1.6034,1,3,46.53,2,1,12,0.222222222
CC1=CC=CC=C1CCl,140.613,2.73382,0,0,0,1,1,9,0.25
C1=CC=C2C(=C1)C=CC=C2N.Cl,179.65,2.8438,1,1,26.02,0,2,12,0
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,288.255,2.2155,4,6,107.22,1,2,21,0.133333333
CN1C2CCCC1CC(=O)C2,153.225,1.2022,0,2,20.31,0,0,11,0.888888889
CC(=C(C)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,240.302,4.0484,2,2,40.46,2,2,18,0.125
CN(C1=CC=CC=C1)C2=CC=CC=C2,183.254,3.4545,0,1,3.24,2,2,14,0.076923077
CC(C(C1=CC=C(C=C1)O)O)N,167.208,0.7728,3,3,66.48,2,1,12,0.333333333
C1=COC(=C1)C(C(=O)C2=CC=CO2)O,192.17,1.7889,1,4,63.58,3,2,14,0.1
C1=CC=C(C(=C1)C=O)[N+](=O)[O-],151.121,1.4073,0,3,60.21,2,1,11,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],591.723,5.0535,0,4,38.25,22,2,38,0.6875
CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,598.7,6.62924,6,6,172.42,8,3,44,0.352941176
COC1=CC=CC=C1OC(=O)OC2=CC=CC=C2OC,274.272,3.2816,0,5,53.99,4,2,20,0.133333333
CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N.Cl,288.782,3.16142,1,4,55.04,1,3,20,0.2
CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N,252.321,2.73962,1,4,55.04,1,3,19,0.2
C1=CN=CC=C1C2=CC=NC=C2,156.188,2.1436,0,2,25.78,1,2,12,0
C1=CC=C(C=C1)N(CCCl)CCCl,218.127,2.9706,0,1,3.24,5,1,13,0.4
C[N+]1=CC2=CC(=C(C=C2CC1)OC)OC.[Cl-],241.718,-1.6749,0,2,21.47,2,1,16,0.416666667
C[N+]1=CC2=CC(=C(C=C2CC1)OC)OC,206.265,1.3211,0,2,21.47,2,1,15,0.416666667
C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.OS(=O)(=O)O,307.331,1.8996,4,5,139.53,0,3,21,0
C1=CC(=CN=C1)C(=O)NN,137.142,-0.3149,2,3,68.01,1,1,10,0
[Li+].C1=CC=C(C=C1)C(=O)[O-],128.056,-2.9459,0,2,40.13,1,1,10,0
CC(C)CNCCOC(=O)C1=CC(=CC=C1)N.Cl,272.776,2.093,2,4,64.35,6,1,18,0.461538462
CC(C)CNCCOC(=O)C1=CC(=CC=C1)N,236.315,1.6712,2,4,64.35,6,1,17,0.461538462
CC(C)CNCCOC(=O)C1=CC=C(C=C1)N.Cl,272.776,2.093,2,4,64.35,6,1,18,0.461538462
CC(C)CNCCOC(=O)C1=CC=C(C=C1)N,236.315,1.6712,2,4,64.35,6,1,17,0.461538462
CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,196.206,1.9658,1,4,78.39,4,1,14,0.333333333
COC1=C(C=C(C=C1)Cl)Cl,177.03,3.002,0,1,9.23,1,1,10,0.142857143
COC(=O)C(=O)OC,118.088,-0.6676,0,4,52.6,0,0,8,0.5
CC1=CC(=C(C=C1)C)Br,185.064,3.06594,0,0,0,0,1,9,0.25
CC1=CC(=O)C=CC1=O,122.123,0.6407,0,2,34.14,0,0,9,0.142857143
C1=CC(=C(C=C1Cl)Cl)N,162.019,2.5756,1,1,26.02,0,1,9,0
CCC(=O)OC,88.106,0.5694,0,2,26.3,1,0,6,0.75
[Li+].[Li+].C(=O)([O-])[O-],73.89,-8.439,0,3,63.19,0,0,6,0
CC1=CC=CS1,98.17,2.05652,0,1,0,0,1,6,0.2
CCC(C(=O)O)OC1=C(C=C(C=C1I)I)I,557.891,3.7424,1,2,46.53,4,1,16,0.3
CC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O,247.247,-1.89492,4,7,123.17,3,0,17,0.9
CCN(CC)CC.Cl,137.654,1.7699,0,1,3.24,3,0,8,1
C1=CC(=CC=C1C[As](=O)(O)[O-])NCC(=O)N.[Na+],310.117,-4.6085,3,4,115.48,5,1,17,0.222222222
C1=CC(=CC=C1C[As](=O)(O)O)NCC(=O)N,288.135,-0.9805,4,3,112.65,5,1,16,0.222222222
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)S(=O)(=O)[O-].[Na+],375.385,1.7537,1,6,93.95,5,3,26,0
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)S(=O)(=O)O,353.403,5.0923,2,5,91.12,5,3,25,0
C1=CC(=CC=C1N)[Sb](=O)(O)O,263.894,-1.1702,3,2,83.55,1,1,11,0
C1=CC(=CC=C1S(=O)(=O)O)[Hg]Cl,393.213,0.7949,1,2,54.37,2,1,12,0
C1=CC(=CC(=C1)O)[N+](=O)[O-],139.11,1.3004,1,3,63.37,1,1,10,0
C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,210.141,0.7812,3,3,111.9,3,1,15,0
CN(C)CC(C1=CC(=C(C=C1)O)O)O,197.234,0.6928,3,4,63.93,3,1,14,0.4
COC1=CC=CC(=C1)[N+](=O)[O-],153.137,1.6034,0,3,52.37,2,1,11,0.142857143
C1=CC(=CC=C1C(=O)[O-])N.[Na+],159.12,-3.3637,1,3,66.15,1,1,11,0
CC(C)C1CCC(=C)C=C1,136.238,3.1648,0,0,0,1,0,10,0.6
CC(C)[O-].CC(C)[O-].CC(C)[O-].[Al+3],204.246,-1.1155,0,3,69.18,0,0,13,1
CCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCC(=O)[O-].[Al+3],793.248,12.272,0,6,120.39,42,0,55,0.9375
CCCCN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,275.179,4.2572,1,1,32.34,4,1,17,0.416666667
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,891.501,18.7691,0,6,78.9,53,0,63,0.947368421
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,807.339,16.4285,0,6,78.9,47,0,57,0.941176471
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,723.177,14.0879,0,6,78.9,41,0,51,0.933333333
CC(=O)NC1=CC=CC=C1N,150.181,1.2272,2,2,55.12,1,1,11,0.125
C1=CC=[C-]C=C1.C1=CC=[C-]C=C1.[Mg+2],178.517,2.59278,0,0,0,0,2,13,0
C1=CC(=C(C=C1CON)O)Br,218.05,1.545,2,3,55.48,2,1,11,0.142857143
CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,276.376,4.039,1,3,46.53,9,1,20,0.470588235
C1=CC(=CC=C1OCOC2=CC=C(C=C2)Cl)Cl,269.127,4.4087,0,2,18.46,4,2,17,0.076923077
CCCC1CCCCN1.Cl,163.692,2.3504,1,1,12.03,2,0,10,1
C1=CC=C(C=C1)CNN,122.171,0.6499,2,2,38.05,2,1,9,0.142857143
C1=CC(=CC=C1C=O)N,121.139,1.0813,1,2,43.09,1,1,9,0
CCCCCCCCCCCCCCCCCC1=NCCN1.CC(=O)O,368.606,6.3405,2,3,61.69,16,0,26,0.909090909
CC(C)CC(=O)OC,116.16,1.2055,0,2,26.3,2,0,8,0.833333333
C(C(=O)NCC(=O)NCC(=O)O)N,189.171,-2.7379,4,4,121.52,5,0,13,0.5
C1CC(CCC1O)O,116.16,0.2822,2,2,40.46,0,0,8,1
C(C(=O)NCC(=O)O)N,132.119,-1.8541,3,3,92.42,3,0,9,0.5
C1C(O1)CO,74.079,-0.6225,1,2,32.76,1,0,5,1
CCCN.Cl,95.573,0.7769,1,1,26.02,1,0,5,1
C=CCI,167.977,1.6074,0,0,0,1,0,4,0.333333333
CN=C=S,73.12,0.719,0,2,12.36,0,0,4,0.5
CSC#N,73.12,0.83048,0,2,23.79,0,0,4,0.5
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,296.62,2.8736,0,4,36.92,0,0,16,1
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,607.311,6.9832,0,7,64.61,14,0,33,1
C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C,667.395,6.4656,0,9,83.07,0,0,36,1
CC(=CCO)C,86.134,0.9449,1,1,20.23,1,0,6,0.6
C(=N[N+](=O)[O-])(N)N,104.069,-1.5485,2,2,107.54,1,0,7,0
C1C(=O)N=C(S1)N,116.145,-0.4255,1,3,55.45,0,0,7,0.333333333
CCCOC(=O)CC(C)C,144.214,1.9857,0,2,26.3,4,0,10,0.875
CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],591.257,9.6148,0,4,80.26,32,0,41,0.944444444
CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Zn+2],632.342,9.9931,0,4,80.26,32,0,41,0.944444444
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2],431.932,4.0837,0,4,80.26,18,0,27,0.727272727
CCCCCCCC(=O)[O-].CCCCCCCC(=O)[O-].[Zn+2],351.802,2.1911,0,4,80.26,12,0,21,0.875
C=CCNC(=O)N,100.121,-0.1593,2,1,55.12,2,0,7,0.25
CCCOC,74.123,1.0428,0,1,9.23,2,0,5,1
C[CH2-].C[CH2-].[Mg+2],82.429,1.29998,0,0,0,0,0,5,0.5
[C-]#N.[C-]#N.[Ni+2],110.729,0.19024,0,2,47.58,0,0,5,0
C[CH2-].C[CH2-].[Zn+2],123.514,1.67828,0,0,0,0,0,5,0.5
[C-]#N.[C-]#N.[Zn+2],117.426,0.19024,0,2,47.58,0,0,5,0
C(=CC(=O)O)C(=O)N,115.088,-0.8875,2,2,80.39,2,0,8,0
CCCC(=O)OCC(CO)O,162.185,-0.3171,2,4,66.76,5,0,11,0.857142857
CCC(=O)[O-].CCC(=O)[O-].[Zn+2],211.532,-1.7099,0,4,80.26,2,0,11,0.666666667
C(=CN=O)NO,88.066,0.2028,2,4,61.69,2,0,6,0
CCOCC=C,86.134,1.2089,0,1,9.23,3,0,6,0.6
C=CCOCC=C,98.145,1.375,0,1,9.23,4,0,7,0.333333333
C(=O)[O-].C(=O)[O-].[Zn+2],155.424,-3.2703,0,4,80.26,0,0,7,0
CCC=CCCC=CC=O,138.21,2.4879,0,1,17.07,5,0,10,0.444444444
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,368.646,8.6731,1,1,37.3,22,0,26,0.958333333
CCN.Cl,81.546,0.3868,1,1,26.02,0,0,4,1
C=CO,44.053,0.6879,1,1,20.23,0,0,3,0
C[As](C)Cl,140.445,1.4763,0,0,0,0,0,4,1
CC(Br)Br,187.862,2.1222,0,0,0,0,0,4,1
CC(=C)Cl,76.526,1.7588,0,0,0,0,0,4,0.333333333
CC(=O)F,62.043,0.5024,0,1,17.07,0,0,4,0.5
C(Br)(Br)(Br)Br,331.627,3.1773,0,0,0,0,0,5,1
CC(C)(C)I,184.02,2.2199,0,0,0,0,0,5,1
CS(=O)(=O)F,98.098,-0.0845,0,2,34.14,0,0,5,1
CC1(CO1)C,72.107,0.7952,0,1,12.53,0,0,5,1
C[N+](C)(C)C.F[P-](F)(F)(F)(F)F,219.109,3.7048,0,0,0,0,0,12,1
CC(C)(C)C=C,84.162,2.2185,0,0,0,0,0,6,0.666666667
C=CC(=O)OCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,404.122,4.4544,0,2,26.3,7,0,25,0.7
C1(=C(C(C(C1(F)F)(F)F)(F)F)F)F,212.039,3.0565,0,0,0,0,0,13,0.6
CC1CC23C14C5CC(C2CCCN3CC6C4O6)OC5=O,275.348,1.1897,0,4,42.07,0,0,20,0.9375
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3C(=O)C(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)OC)O,548.673,2.2892,3,9,131.75,4,0,39,0.866666667
CCC(C)(C)C(C)C,114.232,3.0786,0,0,0,2,0,8,1
CCC(C)(C)C(=C)C,112.216,2.9987,0,0,0,2,0,8,0.75
